"","AID","Species","Image","TL","TL.05.00..Width","TL.10.00..Width","TL.15.00..Width","TL.20.00..Width","TL.25.00..Width","TL.30.00..Width","TL.35.00..Width","TL.40.00..Width","TL.45.00..Width","TL.50.00..Width","TL.55.00..Width","TL.60.00..Width","TL.65.00..Width","TL.70.00..Width","TL.75.00..Width","TL.80.00..Width","TL.85.00..Width","TL.90.00..Width","TL.95.00..Width","Reproductive_Class","HTRange","SHrange","SW","BaroAlt","Launch_Ht","LaserAlt","Altitude","Focal_Length","Iw","Sw","alt_diff","perDif","date_source"
"1","BW180829-30","Blue","180829_A_F3_DSC09961.JPG",20.26817714,1.514474286,2.094485714,2.432825714,2.738942857,2.642274286,2.658385714,2.497271429,2.48116,2.2556,2.094485714,1.933371429,1.772257143,1.546697143,1.256691429,1.063354286,0.934462857,0.67668,0.467231429,0.886128571,"unknown","20%-90%","45%-55%","55%",56.52,3.7211,56.39,56.39,35,6000,23.5,3.8511,6.829402376,"original"
"2","BW180829_A_F3-01","Blue","180829_A_F3_DSC00039.JPG",22.9548,1.75824,2.29548,2.94668,3.22344,3.04436,2.83272,2.62108,2.34432,2.3606,2.2792,1.98616,1.77452,1.57916,1.33496,1.09076,0.78144,0.68376,0.76516,1.18844,"unknown","20%-90%","45%-55%","55%",57.02,3.7211,56.98,56.98,35,6000,23.5,3.7611,6.600737101,"original"
"3","BW180830-48","Blue","180830_A_F3_DSC00505.JPG",21.90931429,1.535377143,1.93216,2.156428571,2.53596,2.708474286,2.553211429,2.65672,2.449702857,2.328942857,1.983914286,2.018417143,1.759645714,1.604382857,1.380114286,1.242102857,0.810817143,0.672805714,0.448537143,1.604382857,"unknown","20%-90%","45%-55%","55%",57.99,3.7211,60.38,60.38,35,6000,23.5,1.3311,2.204537926,"original"
"4","BW180830-52","Blue","180830_L_F4_DSC01483.JPG",21.812454,1.826352,2.345202,2.531988,2.967822,2.947068,2.947068,2.822544,2.635758,2.59425,2.365956,2.241432,1.930122,1.805598,1.45278,1.182978,1.016946,0.684882,0.477342,1.016946,"unknown","20%-90%","45%-55%","55%",100.3,2.9718,103.77,103.77,50,6000,23.5,0.4982,0.480100222,"original"
"5","BW180830_L_F3-01","Blue","180830_L_F3_DSC01423.JPG",21.236762,1.564348,2.13991,2.43507,2.641682,2.612166,2.87781,2.553134,2.420312,2.346522,2.154668,2.036604,1.785718,1.520074,1.416768,1.062576,1.018302,0.752658,0.59032,0.575562,"unknown","20%-90%","45%-55%","55%",68.9,3.7719,73.79,73.79,50,6000,23.5,1.1181,1.515245968,"original"
"6","BW180830_L_F4-02","Blue","180830_L_F4_DSC01478.JPG",19.671012,1.463796,2.085408,2.145564,2.426292,2.386188,2.486448,2.245824,2.185668,2.165616,2.085408,1.844784,1.523952,1.40364,1.183068,0.862236,0.721872,0.681768,0.521352,0.922392,"unknown","20%-90%","45%-55%","55%",96.1,3.7719,100.26,100.26,50,6000,23.5,0.3881,0.387093557,"original"
"7","BW180904-48","Blue","180904_A_F4_DSC02010.JPG",23.32982857,1.75712,2.584,2.805485714,2.820251429,3.189394286,3.130331429,3.026971429,2.68736,2.539702857,2.347748571,2.244388571,2.111497143,1.771885714,1.624228571,1.358445714,1.107428571,0.72352,0.5168,0.708754286,"unknown","20%-90%","45%-55%","55%",49.01,3.7211,51.68,51.68,35,6000,23.5,1.0511,2.033862229,"original"
"8","BW180905-42","Blue","180905_A_F1_DSC02510.JPG",19.70717714,1.696457143,2.27608,2.389177143,2.558822857,2.445725714,2.601234286,2.332628571,2.346765714,2.021611429,1.950925714,1.823691429,1.738868571,1.413714286,1.272342857,1.145108571,0.975462857,0.678582857,0.650308571,0.664445714,"unknown","20%-90%","45%-55%","55%",50,3.7211,49.48,49.48,35,6000,23.5,4.2411,8.571341956,"original"
"9","BW180905-53","Blue","180905_A_F2_DSC02679.JPG",23.37792,1.9025,2.54174,2.67872,2.86136,2.92224,3.05922,2.75482,2.69394,2.45042,2.41998,2.29822,1.9786,1.73508,1.47634,1.1415,0.94364,0.70012,0.4566,0.82188,"unknown","20%-90%","45%-55%","55%",53.27,3.7211,54.13,53.27,35,6000,23.5,2.8611,5.370940492,"original"
"10","BW180828-49","Blue","180828_A_F2_DSC09843 (1).JPG",22.35778857,1.669308571,2.175574286,2.421865714,2.736571429,2.982862857,2.791302857,2.763937143,2.709205714,2.613425714,2.339768571,2.10716,1.806137143,1.559845714,1.395651429,1.094628571,0.875702857,0.643094286,0.533631429,0.875702857,"unknown","20%-90%","45%-55%","55%",47.89,3.7211,47.27,47.89,35,6000,23.5,4.3411,9.064731677,"original"
"11","BM170814-40","Blue","170814_A_F3_DSC03207.JPG",22.47520704,1.61606016,2.1697104,2.66350656,3.03759456,2.96277696,3.05255808,2.45401728,2.78321472,2.63357952,2.67847008,2.5437984,2.15474688,1.84051296,1.51131552,1.15219104,0.86788416,0.70328544,0.62846784,0.91277472,"unknown","20%-90%","45%-55%","55%",71.9,2.9176,NA,74.8176,50,6000,23.5,NA,NA,"original"
"12","BM170814-50","Blue","170814_A_F3_DSC03322.JPG",22.59953784,1.77280488,2.36870568,2.62196352,2.87522136,2.8305288,2.99440152,2.87522136,2.89011888,2.8305288,2.80073376,2.4580908,2.20483296,1.96647264,1.59403464,1.35567432,1.117314,0.75977352,0.372438,0.70018344,"unknown","20%-90%","45%-55%","55%",71.57,2.9176,NA,74.4876,50,6000,23.5,NA,NA,"original"
"13","BM170816-27","Blue","170816_A_F3_DSC04487.JPG",21.85664544,1.71639488,2.22766144,2.6476304,2.81196608,2.99456128,2.99456128,2.8302256,3.04933984,3.08585888,2.66588992,2.48329472,2.28244,2.11810432,1.75291392,1.29642592,1.0042736,0.78515936,0.32867136,1.02253312,"unknown","20%-90%","45%-55%","55%",88.38,2.9176,NA,91.2976,50,6000,23.5,NA,NA,"original"
"14","BM170816-41","Blue","170816_A_F2_DSC04211.JPG",23.88092336,2.12579648,2.60581504,2.67438912,3.10297712,3.12012064,3.20583824,2.81153728,2.6572456,2.34866224,2.16008352,1.90293072,1.8857872,1.57720384,1.40576864,1.09718528,0.96003712,0.70288432,0.70288432,1.01146768,"unknown","20%-90%","45%-55%","55%",82.8,2.9176,NA,85.7176,50,6000,23.5,NA,NA,"original"
"15","BM170816-42","Blue","170816_A_F3_DSC04463.JPG",24.08694488,1.93572112,2.62965888,2.739228,3.06793536,3.195766,3.3783812,2.95836624,2.9218432,2.66618192,2.59313584,2.48356672,2.22790544,1.84441352,1.5522292,1.16873728,0.85829144,0.74872232,0.62089168,1.11395272,"unknown","20%-90%","45%-55%","55%",88.39,2.9176,NA,91.3076,50,6000,23.5,NA,NA,"original"
"16","BM170816-51","Blue","170816_A_F1_DSC04045.JPG",22.4184184,1.69652896,2.21587456,2.44092432,2.87371232,2.87371232,2.87371232,2.80446624,2.6832856,2.47554736,2.45823584,2.18125152,2.06007088,1.80039808,1.45416768,1.15987184,1.02137968,0.90019904,0.53665712,0.9521336,"unknown","20%-90%","45%-55%","55%",83.64,2.9176,NA,86.5576,50,6000,23.5,NA,NA,"original"
"17","BM20170816-UNID1","Blue","170816_A_F1_DSC04113.JPG",20.97161296,1.8380796,2.22320104,2.50328936,2.74836664,2.73086112,2.8884108,2.64333352,2.57331144,2.50328936,2.32823416,2.11816792,1.9256072,1.62801336,1.36543056,1.24289192,0.85777048,0.63019872,0.64770424,0.91028704,"unknown","20%-90%","45%-55%","55%",84.61,2.9176,NA,87.5276,50,6000,23.5,NA,NA,"original"
"18","BW180829-47","Blue","180829_A_F2_DSC09830.JPG",23.3301282,1.7891746,2.4269002,2.5154732,2.7811922,2.8520506,2.8697652,2.65719,2.6749046,2.568617,2.5331878,2.3560418,1.9840352,1.6474578,1.3640242,1.0805906,0.8503008,0.6554402,0.5668672,1.948606,"unknown","20%-90%","45%-55%","55%",58.28,3.7211,NA,62.0011,35,6000,23.5,NA,NA,"original"
"19","BW180830-46","Blue","180830_A_F2_DSC00385.JPG",19.34788897,1.417307029,1.895236143,2.158921171,2.373165257,2.455566829,2.406125886,2.455566829,2.290763686,2.356684943,2.208362114,2.010598343,1.812834571,1.565629857,1.334905457,1.0382598,0.988818857,0.642732257,0.428488171,1.005299171,"unknown","20%-90%","45%-55%","55%",53.96,3.7211,NA,57.6811,35,6000,23.5,NA,NA,"original"
"20","BW180904-52","Blue","180904_A_F5_DSC02124.JPG",22.59392,1.69248,2.50432,2.72448,2.99968,2.79328,2.79328,2.6144,2.64192,2.408,2.2704,2.09152,1.95392,1.69248,1.49984,1.2384,1.05952,0.78432,0.57792,0.70176,"unknown","20%-90%","45%-55%","55%",48.16,3.7211,NA,48.16,35,6000,23.5,NA,NA,"original"
"21","BW180904_A_F4-01","Blue","180904_A_F4_DSC02029.JPG",22.57391263,1.750145657,2.610386743,2.788367657,2.951516829,2.936685086,2.966348571,3.0108438,2.758704171,2.684545457,2.4917328,2.358247114,2.195097943,2.046780514,1.6611552,1.2458664,1.008558514,0.756418886,0.341130086,0.652596686,"unknown","20%-90%","45%-55%","55%",48.19,3.7211,NA,51.9111,35,6000,23.5,NA,NA,"original"
"22","BW180827-52","Blue","180827_L_F3_DSC01204.JPG",23.70733294,1.62218354,2.52122502,2.75575758,3.14664518,3.36163336,3.1271008,3.06846766,3.18573394,3.18573394,3.06846766,2.97074576,2.56031378,2.13033742,1.97398238,1.54400602,1.34856222,1.03585214,0.62542016,0.82086396,"unknown","20%-90%","45%-55%","55%",93.95,3.7719,NA,97.7219,50,6000,23.5,NA,NA,"original"
"23","BM170815-21","Blue","170815_A_F3_DSC03871.JPG",18.71266,1.432198,1.82945,1.913082,2.0908,2.237156,2.341696,2.237156,2.237156,2.14307,2.069892,1.745818,1.651732,1.442652,1.076762,0.878136,0.867682,0.606332,0.41816,0.67951,"unknown","20%-90%","45%-55%","55%",NA,2.9176,52.27,52.27,50,6000,23.5,NA,NA,"original"
"24","BM170815-43","Blue","170815_A_F2_DSC03745.JPG",21.989232,1.735992,1.964412,2.238516,2.421252,2.6649,2.801952,2.634444,2.74104,2.695356,2.573532,2.406024,2.086236,1.842588,1.538028,1.233468,1.081188,0.807084,0.746172,0.654804,"unknown","20%-90%","45%-55%","55%",NA,2.9176,76.14,76.14,50,6000,23.5,NA,NA,"original"
"25","BW180830_L_F4-02","Blue","180830_L_F4_DSC01508-02_2.JPG",20.33029574,1.594324582,2.053889291,2.191523466,2.50664931,2.470833394,2.405309797,2.283500044,2.189583799,2.124931023,2.033351522,1.847649803,1.651921869,1.370606712,1.157037935,0.944362924,0.755373745,0.588679763,0.467563384,0.791999768,"unknown","20%-90%","45%-55%","55%",103.3,2.97,107.01,107.01,35,6000,23.5,NA,3.47,"new"
"26","BM170814-40","Blue","170814_A_F3_DSC03206_2.JPG",22.40488895,1.607634383,2.332385694,2.854614114,3.002358757,2.975537815,2.890878208,2.859516749,2.794395823,2.812106213,2.732246667,2.575679677,2.185423621,1.876534892,1.562257154,1.12774236,0.825261492,0.802669417,0.509077989,0.787422664,"unknown","20%-90%","45%-55%","55%",71.9,2.9176,NA,74.82,50,6000,23.5,NA,NA,"new"
"27","BM170814-40","Blue","170814_A_F3_DSC03207_2.JPG",22.41330227,1.627599365,2.435873546,2.81628004,3.081730902,3.00889244,2.899361561,2.842627789,2.679337383,2.743329226,2.691742542,2.605625641,2.137265301,1.811458572,1.677686708,1.285757727,1.136938498,1.014025133,0.546300833,0.960195914,"unknown","20%-90%","45%-55%","55%",71.9,2.9176,NA,74.82,50,6000,23.5,NA,NA,"new"
"28","BM170814-40","Blue","170814_A_F3_DSC03227_2.JPG",22.37807045,1.595452504,2.191381758,2.589077972,2.866374441,2.793618719,3.042574247,2.968673066,2.81089826,2.880516645,2.610854392,2.46930735,2.150076235,1.885656649,1.58342487,1.28865821,1.047356376,0.856281576,0.682322488,0.915064114,"unknown","20%-90%","45%-55%","55%",72.33,2.9176,NA,75.25,50,6000,23.5,NA,NA,"new"
"29","BM170814-50","Blue","170814_A_F3_DSC03322_2.JPG",22.57203557,1.718466638,2.431020617,2.495392381,2.770420309,2.823610239,3.006033684,2.859004241,2.767532392,2.764295454,2.832214113,2.413302587,2.153326306,1.83886688,1.517704246,1.233955353,1.059231042,0.932319455,0.51590659,0.679762856,"unknown","20%-90%","45%-55%","55%",71.57,2.9176,NA,74.49,50,6000,23.5,NA,NA,"new"
"30","BM170815-31","Blue","170815_A_F2_DSC03702_2.JPG",21.77530767,1.776276993,2.382358283,2.70062994,2.933723479,2.991501074,2.996251892,2.911004517,2.704576483,2.460549386,2.333531671,2.108620423,1.831586309,1.671293888,1.645401517,1.345149375,1.300710647,0.954137361,0.884660451,0.832621601,"unknown","20%-90%","45%-55%","55%",NA,2.9176,76.42,76.42,50,6000,23.5,NA,NA,"new"
"31","BM170815-43","Blue","170815_A_F2_DSC03745_2.JPG",21.92760873,1.702848207,2.169562035,2.373714697,2.608695941,2.621554061,2.736849103,2.767727982,2.718693032,2.712241095,2.575440128,2.524185466,2.376095509,1.977867049,1.654335957,1.368375206,1.0581656,0.734637252,0.496900201,0.726763607,"unknown","20%-90%","45%-55%","55%",NA,2.9176,76.14,76.14,50,6000,23.5,NA,NA,"new"
"32","BM170815-43","Blue","170815_A_F2_DSC03795_2.JPG",21.54252153,1.618806496,2.112996174,2.378696823,2.546063942,2.605962007,2.673715558,2.722754515,2.703280175,2.627407309,2.691120131,2.449833794,2.26610262,1.974342621,1.530435651,1.271142158,1.139367769,0.834974975,0.525142544,0.565339219,"unknown","20%-90%","45%-55%","55%",NA,2.9176,75.83,75.83,50,6000,23.5,NA,NA,"new"
"33","BM170815-21","Blue","170815_A_F3_DSC03868_2.JPG",22.39998315,1.700916352,2.228978189,2.345306683,2.602987105,2.687423938,2.829109161,2.720731261,2.68280187,2.543640936,2.350224696,2.191647685,2.000847476,1.887815539,1.534721965,1.064223019,0.841336603,0.725934491,0.666641917,0.625390001,"unknown","20%-90%","45%-55%","55%",NA,2.9176,49.585,49.58,50,6000,23.5,NA,NA,"new"
"34","BM170815-21","Blue","170815_A_F3_DSC03871_2.JPG",21.94768464,1.670579244,2.143448411,2.193935062,2.46601239,2.560038058,2.633017007,2.67923456,2.623977838,2.579777587,2.433133429,2.115493519,1.988077388,1.728407279,1.298761555,1.033912406,0.871671047,0.628699928,0.533931165,0.849198434,"unknown","20%-90%","45%-55%","55%",NA,2.9176,52.27,52.27,50,6000,23.5,NA,NA,"new"
"35","BM170815-28","Blue","170815_A_F4_DSC03996_2.JPG",20.97138382,1.436755957,1.884837855,2.323116015,2.654416779,2.697099923,2.671191061,2.718441752,2.408820317,2.252878389,1.972273935,1.936934513,1.800483111,1.608976983,1.416207587,1.114793268,1.096966884,0.822155053,0.477909168,0.615038533,"unknown","20%-90%","45%-55%","55%",80.7,2.9176,NA,83.62,50,6000,23.5,NA,NA,"new"
"36","BM170816-51","Blue","170816_A_F1_DSC04045_2.JPG",22.50473279,1.696105216,2.261908841,2.510293738,2.835276517,2.816488592,2.866601573,2.770043374,2.701184666,2.479137588,2.346030214,2.198117706,1.999775141,1.836694949,1.447713284,1.21700696,0.97852224,0.797935098,0.508092794,1.459045437,"unknown","20%-90%","45%-55%","55%",83.64,2.9176,NA,86.56,50,6000,23.5,NA,NA,"new"
"37","BM170816-51","Blue","170816_A_F1_DSC04067_2.JPG",22.95853847,1.63997752,2.194015899,2.436525982,2.896408395,2.790388195,2.837066658,2.854739454,2.765974924,2.559988697,2.523716361,2.347496639,1.969859526,1.813868169,1.620283262,1.355095971,1.003726561,0.752622285,0.616223694,0.816925138,"unknown","20%-90%","45%-55%","55%",85.02,2.9176,NA,87.94,50,6000,23.5,NA,NA,"new"
"38","BM20170816-UNID1","Blue","170816_A_F1_DSC04113_2.JPG",20.12627449,1.649013398,2.029387839,2.261921971,2.580937639,2.555254747,2.688813644,2.520407409,2.512664459,2.428317012,2.306065797,2.064189617,1.910612642,1.688628001,1.612691424,1.210817754,1.142078619,0.669895371,0.472741556,0.837263579,"unknown","20%-90%","45%-55%","55%",84.61,2.9176,NA,84.61,50,6000,23.5,NA,NA,"new"
"39","BM170816-42","Blue","170816_A_F3_DSC04463_2.JPG",24.18482758,1.999287091,2.487728617,2.60813956,3.004541457,3.146482643,3.252307627,2.975926164,2.975791211,2.734903005,2.635853153,2.501121803,2.331208727,1.828329273,1.552697498,1.219666167,1.02066482,0.780532427,0.51057827,0.978401536,"unknown","20%-90%","45%-55%","55%",88.39,2.9176,NA,91.31,50,6000,23.5,NA,NA,"new"
"40","BW170816-44","Blue","170816_A_F4_DSC04562_2.JPG",21.78123648,1.571898269,2.099665224,2.540423445,2.809401932,2.750887446,2.845233661,2.689228491,2.498369962,2.47385816,2.312549807,2.025131921,1.897128956,1.601722208,1.323366996,1.189239381,0.912889299,0.679726426,0.455282353,1.03938231,"unknown","20%-90%","45%-55%","55%",81.64,2.9176,NA,84.56,50,6000,23.5,NA,NA,"new"
"41","BM20170816-UNID3","Blue","170816_A_F4_DSC04568_2.JPG",21.28555795,1.787257365,2.313840559,2.471780113,2.654247546,2.939615502,2.815019791,2.78052873,2.640063133,2.422161856,2.338434931,2.245406074,1.980634925,1.796927628,1.469807751,1.218271815,0.936748006,0.860741039,0.53626547,1.230436645,"unknown","20%-90%","45%-55%","55%",81.32,2.9176,NA,84.24,50,6000,23.5,NA,NA,"new"
"42","BM170816-23","Blue","170816_A_F4_DSC04596_2.JPG",22.68379267,1.922045218,2.491580338,2.665725622,2.852865335,2.947243532,2.9719874,2.914261395,2.816312051,2.682737157,2.586374647,2.487737359,2.45861804,2.252411967,1.93200176,1.357944507,1.447958821,1.297688561,0.716508743,0.774867885,"unknown","20%-90%","45%-55%","55%",81.59,2.9176,NA,84.51,50,6000,23.5,NA,NA,"new"
"43","BW180830-48","Blue","180830_A_F3_DSC00491_2.JPG",21.96346108,1.499586207,1.878209277,2.175256382,2.709689022,2.650269189,2.873007979,2.62057453,2.479913874,2.361481642,2.175459057,2.138346084,1.893565947,1.723080819,1.552422063,1.211177455,0.973212036,0.653959613,0.393525816,0.764640492,"unknown","20%-90%","45%-55%","55%",57.89,3.72,60.73,60.73,35,6000,23.5,NA,4.68,"new"
"44","BW180830-48","Blue","180830_A_F3_DSC00524_2.JPG",21.5819427,1.596288329,2.058196647,2.305572803,2.747626102,2.755005947,2.702066229,2.614278701,2.636009626,2.46030598,2.334315456,2.16855839,2.082303246,1.859052892,1.612359895,1.403726088,1.125185194,0.597579237,0.487165838,0.582186606,"unknown","20%-90%","45%-55%","55%",57.93,3.72,60.23,60.23,35,6000,23.5,NA,3.82,"new"
"45","BW180830-48","Blue","180830_A_F3_DSC00525_2.JPG",21.58982846,1.553988962,2.165760631,2.436675116,2.800592407,2.723040949,2.748109447,2.748555021,2.525351448,2.37313902,2.174116746,2.0229661,1.930363058,1.788515882,1.589924166,1.216291463,0.922387178,0.733735713,0.537544073,0.500120507,"unknown","20%-90%","45%-55%","55%",57.93,3.72,60.23,60.23,35,6000,23.5,NA,3.82,"new"
"46","BW180830_A_F3-03","Blue","180830_A_F3_DSC00586_2.JPG",23.341181,1.903195116,2.414425978,2.746920618,3.063318474,3.046418281,3.00823047,2.810307468,2.830626585,2.713133963,2.430639052,2.174833973,1.965061779,1.861808091,1.518295484,1.203390723,1.054326669,0.731134982,0.527210192,0.86486211,"unknown","20%-90%","45%-55%","55%",51.02,3.72,52.43,52.43,35,6000,23.5,NA,2.69,"new"
"47","BW180830_L_F4-02","Blue","180830_L_F4_DSC01477_2.JPG",19.8274641,1.464571528,2.019893459,2.111025899,2.397336591,2.414609258,2.426671262,2.222913545,2.156118223,2.189699936,2.049918797,1.859168729,1.622695569,1.40274685,1.158963031,0.985889496,0.859640705,0.664160735,0.446197283,1.156811267,"unknown","20%-90%","45%-55%","55%",94.65,2.97,98.56,98.56,35,6000,23.5,NA,3.97,"new"
"48","BW180830-52","Blue","180830_L_F4_DSC01482_2.JPG",21.89042276,1.593757051,2.314470823,2.494038893,2.828433542,2.826506126,2.953470022,2.682403991,2.630582021,2.539021641,2.394250873,2.260356803,2.143491157,1.823286728,1.553976534,1.207046605,0.949494779,0.734410151,0.489212769,0.877065213,"unknown","20%-90%","45%-55%","55%",101.2,2.97,105.02,105.02,35,6000,23.5,NA,3.64,"new"
"49","BW180830-52","Blue","180830_L_F4_DSC01483_2.JPG",21.69334715,1.609098646,2.196041743,2.496305339,2.847259142,2.848860761,2.920768322,2.77060974,2.596095636,2.571199705,2.353390237,2.173959014,2.005000022,1.757040794,1.410691722,1.227014269,0.979114473,0.629952384,0.494683101,0.768584687,"unknown","20%-90%","45%-55%","55%",100.3,2.97,103.77,103.77,35,6000,23.5,NA,3.34,"new"
"50","BW180830-52","Blue","180830_L_F4_DSC01508_2.JPG",21.69789339,1.715574463,2.222145832,2.52298437,2.903918882,2.796155031,2.871559426,2.70809147,2.544703966,2.593952578,2.350565407,2.282884087,2.088740902,1.838578677,1.466737697,1.235630809,0.879352992,0.697526725,0.441503579,0.883007159,"unknown","20%-90%","45%-55%","55%",103.3,2.97,107.01,107.01,35,6000,23.5,NA,3.47,"new"
"51","BW180904-48","Blue","180904_A_F4_DSC01947_2.JPG",22.51828388,1.748755928,2.408191488,2.633007127,2.723056002,3.043230779,3.153227571,2.923172653,2.705475182,2.469105759,2.337148792,2.210384202,2.003512608,1.791867645,1.519542077,1.246911458,0.920240969,0.67756679,0.497562716,1.110100845,"unknown","20%-90%","45%-55%","55%",49.26,3.72,49.47,49.47,35,6000,23.5,NA,0.42,"new"
"52","BW180904-48","Blue","180904_A_F4_DSC02004_2.JPG",22.81902077,1.768058753,2.401031106,2.633464083,2.712480838,2.973876998,3.073290842,2.986573323,2.735784491,2.623426308,2.378102187,2.032353564,1.95058835,1.884785586,1.705461611,1.35422829,0.906262465,0.768576618,0.504404995,1.269825504,"unknown","20%-90%","45%-55%","55%",48.84,3.72,50.16,50.16,35,6000,23.5,NA,2.63,"new"
"53","BW180904-48","Blue","180904_A_F4_DSC02010_2.JPG",23.50066164,1.846424852,2.451433025,2.751359529,2.832365379,3.090055087,3.071452199,3.00714296,2.721308329,2.583130482,2.324285068,2.251435559,2.048249982,1.838330674,1.604304506,1.37879366,1.168832784,0.862668643,0.556261596,1.306092246,"unknown","20%-90%","45%-55%","55%",49.01,3.72,51.68,51.68,35,6000,23.5,NA,5.17,"new"
"54","BW180904_A_F4-01","Blue","180904_A_F4_DSC02029_2.JPG",22.52937619,1.884943026,2.48627195,2.723722221,2.946099665,2.902525513,2.947650625,2.982254184,2.856192844,2.72562349,2.518207874,2.398142385,2.269061403,2.041245356,1.596298181,1.252373185,0.994450048,0.750296473,0.502023154,1.043405827,"unknown","20%-90%","45%-55%","55%",48.19,3.72,NA,51.91,35,6000,23.5,NA,NA,"new"
"55","BW180904-44","Blue","180904_A_F5_DSC02139_2.JPG",24.21289805,1.854009356,2.486938792,2.671179296,2.907296049,2.93025786,3.110783162,2.915415984,2.850346636,2.654980633,2.276396047,2.239015591,2.116191086,1.820635338,1.562619701,1.268686518,0.997135617,0.722246742,0.560947782,1.198507602,"unknown","20%-90%","45%-55%","55%",48.6,2.97,47.02,47.02,35,6000,23.5,NA,-3.36,"new"
"56","BW180904-52 ","Blue","180904_A_F5_DSC02190_2.JPG",22.68285775,1.749731802,2.409265533,2.752942725,2.842283853,2.868448592,2.972333332,2.876564419,2.686961201,2.525067789,2.234160246,2.14455655,2.006448976,1.734568579,1.501941599,1.200256371,0.885981252,0.755983007,0.41901473,0.842120394,"unknown","20%-90%","45%-55%","55%",48.04,2.97,47.89,47.89,35,6000,23.5,NA,-0.31,"new"
"57","BW180904-52 ","Blue","180904_A_F5_DSC02191_2.JPG",22.6538892,1.768004524,2.487874079,2.732536882,2.931010061,2.981274777,2.954802138,2.879822269,2.744809827,2.510961929,2.27097766,2.178599604,2.029319389,1.839782675,1.50773883,1.273579459,0.946709396,0.762920031,0.486457287,0.829991872,"unknown","20%-90%","45%-55%","55%",48.04,2.97,47.89,47.89,35,6000,23.5,NA,-0.31,"new"
"58","BW180905-42","Blue","180905_A_F1_DSC02384_2.JPG",20.04166832,1.655745538,2.256809852,2.394744312,2.524148998,2.397380267,2.549209521,2.279173643,2.208140528,2.09143401,1.931350593,1.817283843,1.640888392,1.485984371,1.291522404,0.999005005,0.804742779,0.609826764,0.453691345,0.868269834,"unknown","20%-90%","45%-55%","55%",49.85,2.97,51.62,51.62,35,6000,23.5,NA,3.43,"new"
"59","BW180905-42","Blue","180905_A_F1_DSC02386_2.JPG",20.06673266,1.557874001,2.184599971,2.357859567,2.462532023,2.448513877,2.602767939,2.313872448,2.287436225,2.138623411,1.918149807,1.778188731,1.702856358,1.489352395,1.211074944,1.057084178,0.789365393,0.642296601,0.441028922,0.908848524,"unknown","20%-90%","45%-55%","55%",51.03,2.97,51.62,51.62,35,6000,23.5,NA,1.14,"new"
"60","BW180905-42","Blue","180905_A_F1_DSC02392_2.JPG",20.34148885,1.593406,2.305692486,2.404433411,2.580451269,2.525406165,2.607753667,2.440434979,2.330587203,2.204709172,2.001040428,1.838659627,1.689880857,1.472188928,1.273335414,1.049955689,0.931094032,0.761056187,0.584427394,0.892078626,"unknown","20%-90%","45%-55%","55%",49.28,2.97,50.4,50.4,35,6000,23.5,NA,2.22,"new"
"61","BW180904-44","Blue","180905_A_F1_DSC02413_2.JPG",24.37854269,1.854834233,2.502051701,2.642279771,2.981947799,2.955115353,3.144610522,3.047322558,2.824429945,2.652013699,2.481994408,2.26137135,2.110962598,1.962819859,1.715359019,1.301240138,1.06077718,0.844318672,0.640525415,1.373227555,"unknown","20%-90%","45%-55%","55%",50.57,2.97,50.255,50.25,35,6000,23.5,NA,-0.63,"new"
"62","BM170814-40","Blue","170814_A_F3_DSC03246_2.JPG",22.43912487,1.706527287,2.416906099,2.793816521,3.001350482,2.884246356,2.874824285,3.060552308,2.794735811,2.669954731,2.551159929,2.446707772,2.185706632,1.884512366,1.46851767,1.295853366,1.041202964,0.72103065,0.504786135,0.842137971,"unknown","20%-90%","45%-55%","55%",71.41,2.9176,NA,74.33,50,6000,23.5,NA,NA,"new"
"63","BM170816-27","Blue","170816_A_F3_DSC04487_2.JPG",21.75786897,1.841954716,2.435847876,2.759855453,2.894783349,3.154756687,3.333198949,3.369537701,3.200303208,3.11517214,2.81237657,2.545248851,2.32721406,2.122135436,1.771706348,1.504240894,1.297912197,1.047735312,0.574111258,0.759115259,"unknown","20%-90%","45%-55%","55%",88.34,2.9176,NA,91.26,50,6000,23.5,NA,NA,"new"
"64","BB180304_L_F1-01-42","AMW","180304_L_F1_DSC09026.JPG",8.15,0.54,0.78,0.96,1.19,1.22,1.26,1.37,1.38,1.36,1.28,1.18,1,0.87,0.71,0.58,0.41,0.27,0.23,1.33,"unknown","20%-85%","30%-40%","35%",72.35,1.995,NA,74.345,50,6000,23.5,NA,NA,"new"
"65","BB180304_L_F1-01-42","AMW","180304_L_F1_DSC09027.JPG",8.1,0.55,0.79,0.99,1.2,1.24,1.32,1.39,1.42,1.4,1.3,1.23,1.05,0.87,0.74,0.55,0.44,0.32,0.23,1.17,"unknown","20%-85%","30%-40%","35%",72.35,1.995,NA,74.345,50,6000,23.5,NA,NA,"new"
"66","BB180304_L_F1-01-42","AMW","180304_L_F1_DSC09028.JPG",8.1,0.52,0.79,0.97,1.22,1.22,1.26,1.39,1.42,1.36,1.3,1.22,1.02,0.88,0.74,0.55,0.41,0.27,0.21,1.29,"unknown","20%-85%","30%-40%","35%",72.35,1.995,NA,74.345,50,6000,23.5,NA,NA,"new"
